"OrderNumber";"OrderDate";"Customer Name Index";"Channel";"Currency Code";"Warehouse Code";"Delivery Region Index";"Product Description Index";"Order Quantity";"Unit Price";"Line Total";"Total Unit Cost"
"SO - 000199";"2024-11-19";166;"Wholesale";"USD";"AXW291";231;25;11;1206.0;13266.0;844.1999999999999
"SO - 0002211";"2024-11-19";114;"Wholesale";"USD";"AXW291";771;11;9;2010.0;18090.0;1386.9
"SO - 0003133";"2024-11-19";58;"Wholesale";"USD";"AXW291";765;26;9;3946.3;35516.700000000004;2999.188
"SO - 0004605";"2024-11-19";15;"Distributor";"USD";"NXH382";854;14;5;5252.8;26264.0;3887.072
"SO - 0004644";"2024-11-19";136;"Wholesale";"USD";"NXH382";560;26;11;2586.2000000000003;28448.200000000004;1370.686
"SO - 0006455";"2024-11-19";1;"Wholesale";"USD";"AXW291";963;2;11;837.5;9212.5;644.875
"SO - 0007996";"2024-11-19";83;"Wholesale";"USD";"GUT930";881;5;5;991.6;4958.0;644.5400000000001
"SO - 0009466";"2024-11-19";158;"Distributor";"USD";"GUT930";669;20;11;2391.9;26310.9;1172.031
"SO - 0010259";"2024-11-19";48;"Export";"USD";"NXH382";877;28;6;6224.3;37345.8;3921.309
"SO - 0001418";"2024-11-20";121;"Export";"USD";"FLR025";980;5;6;5942.900000000001;35657.4;4576.033
"SO - 0001550";"2024-11-20";157;"Wholesale";"USD";"FLR025";176;25;10;3966.4;39664.0;2141.856
"SO - 0002484";"2024-11-20";67;"Distributor";"USD";"FLR025";29;6;5;1340.0;6700.0;924.6
"SO - 0003514";"2024-11-20";144;"Wholesale";"USD";"FLR025";370;12;12;1118.9;13426.8;626.5840000000001
"SO - 0005048";"2024-11-20";125;"Wholesale";"USD";"FLR025";80;13;12;1728.6;20743.2;726.0120000000001
"SO - 0005085";"2024-11-20";122;"Wholesale";"USD";"FLR025";433;14;5;5293.0;26465.0;3122.87
"SO - 0007777";"2024-11-20";37;"Export";"USD";"FLR025";857;5;12;891.1;10693.2;757.435
"SO - 0009401";"2024-11-20";30;"Wholesale";"USD";"AXW291";298;8;6;3705.1;22230.6;2260.111
"SO - 0009585";"2024-11-20";141;"Wholesale";"USD";"GUT930";274;11;11;6076.900000000001;66845.90000000001;4618.444
"SO - 0009815";"2024-11-20";136;"Wholesale";"USD";"AXW291";166;8;10;5942.900000000001;59429.00000000001;4754.320000000001
"SO - 0008589";"2024-11-20";31;"Distributor";"USD";"GUT930";961;25;9;4013.3;36119.7;2327.714
"SO - 0009081";"2024-11-20";100;"Wholesale";"USD";"AXW291";334;7;12;3463.9;41566.8;2909.676
"SO - 0004192";"2024-11-20";6;"Wholesale";"USD";"AXW291";365;14;11;1011.7;11128.7;485.616
"SO - 0008333";"2024-11-20";53;"Wholesale";"USD";"AXW291";540;30;10;1876.0;18760.0;1106.84
"SO - 0009727";"2024-11-20";155;"Wholesale";"USD";"NXH382";144;3;6;214.4;1286.4;145.792
"SO - 0010522";"2024-11-20";110;"Export";"USD";"NXH382";137;25;9;3142.3;28280.7;1445.458
"SO - 0001791";"2024-11-20";38;"Wholesale";"USD";"FLR025";195;11;11;3919.5;43114.5;2038.14
"SO - 0004125";"2024-11-20";165;"Wholesale";"USD";"NXH382";596;1;10;2224.4;22244.0;1846.252
"SO - 0004568";"2024-11-20";151;"Distributor";"USD";"AXW291";592;15;9;1172.5;10552.5;738.675
"SO - 0004577";"2024-11-20";12;"Wholesale";"USD";"AXW291";176;20;7;1715.2;12006.4;943.36
"SO - 0005048";"2024-11-20";125;"Wholesale";"USD";"FLR025";162;13;12;1728.6;20743.2;726.0120000000001
"SO - 0005276";"2024-11-20";10;"Distributor";"USD";"GUT930";694;13;7;2358.4;16508.8;1462.208
"SO - 0001239";"2024-11-20";39;"Wholesale";"USD";"FLR025";547;8;7;857.6;6003.2;668.928
"SO - 0002045";"2024-11-20";101;"Wholesale";"USD";"AXW291";809;14;8;2324.9;18599.2;1464.687
"SO - 0002188";"2024-11-20";97;"Wholesale";"USD";"AXW291";990;28;11;194.3;2137.3;126.29500000000002
"SO - 0005478";"2024-11-20";147;"Export";"USD";"AXW291";220;25;10;1031.8;10318.0;453.992
"SO - 0005979";"2024-11-20";118;"Wholesale";"USD";"GUT930";169;23;11;1172.5;12897.5;492.45
"SO - 0007147";"2024-11-20";157;"Wholesale";"USD";"GUT930";628;26;6;6391.8;38350.8;4218.588000000001
"SO - 0009430";"2024-11-20";8;"Wholesale";"USD";"AXW291";755;19;12;3912.8;46953.600000000006;1643.376
"SO - 0008887";"2024-11-20";155;"Wholesale";"USD";"AXW291";529;25;5;5735.2;28676.0;3670.528
"SO - 0008604";"2024-11-20";70;"Export";"USD";"NXH382";680;25;7;234.5;1641.5;192.29
"SO - 0009274";"2024-11-20";45;"Wholesale";"USD";"GUT930";8;14;8;2237.8;17902.4;1253.168
"SO - 0002096";"2024-11-20";35;"Export";"USD";"GUT930";127;26;5;1835.8;9179.0;844.468
"SO - 0005415";"2024-11-20";23;"Distributor";"USD";"AXW291";170;15;11;1333.3;14666.3;879.9780000000001
"SO - 0008607";"2024-11-20";133;"Wholesale";"USD";"NXH382";770;26;10;241.2;2412.0;166.428
"SO - 0001465";"2024-11-20";41;"Wholesale";"USD";"FLR025";947;19;10;1829.1;18291.0;786.513
"SO - 0002514";"2024-11-20";64;"Wholesale";"USD";"AXW291";893;5;12;1018.4;12220.8;743.432
"SO - 0004868";"2024-11-20";28;"Export";"USD";"GUT930";315;6;12;2264.6;27175.2;1109.654
"SO - 0005380";"2024-11-20";41;"Wholesale";"USD";"NXH382";227;26;12;1118.9;13426.8;951.065
"SO - 0006527";"2024-11-20";18;"Export";"USD";"AXW291";169;5;6;924.6;5547.6;545.514
"SO - 0006948";"2024-11-20";125;"Wholesale";"USD";"AXW291";746;14;11;1943.0;21373.0;1262.95
"SO - 0007396";"2024-11-20";49;"Distributor";"USD";"GUT930";478;26;8;690.1;5520.8;503.773
"SO - 0010680";"2024-11-20";168;"Distributor";"USD";"AXW291";814;21;10;1748.7;17487.0;1381.4730000000002
"SO - 0008505";"2024-11-20";24;"Wholesale";"USD";"AXW291";404;4;7;3155.7000000000003;22089.9;2208.99
"SO - 0008099";"2024-11-20";68;"Distributor";"USD";"AXW291";272;4;7;3825.7;26779.9;1874.593
"SO - 0009465";"2024-11-20";96;"Wholesale";"USD";"AXW291";463;25;5;1078.7;5393.5;571.711
"SO - 0001672";"2024-11-21";6;"Distributor";"USD";"FLR025";445;3;10;1775.5;17755.0;958.77
"SO - 0003552";"2024-11-21";175;"Wholesale";"USD";"FLR025";12;25;9;844.2;7597.8;616.266
"SO - 0003662";"2024-11-21";127;"Distributor";"USD";"FLR025";221;2;8;1742.0;13936.0;1027.78
"SO - 0003894";"2024-11-21";21;"Wholesale";"USD";"FLR025";566;4;8;797.3000000000001;6378.400000000001;414.59600000000006
"SO - 0004647";"2024-11-21";168;"Wholesale";"USD";"FLR025";538;2;5;207.7;1038.5;95.54200000000002
"SO - 0006231";"2024-11-21";174;"Distributor";"USD";"FLR025";775;5;12;864.3000000000001;10371.6;561.7950000000001
"SO - 0006696";"2024-11-21";106;"Wholesale";"USD";"FLR025";36;26;7;187.6;1313.2;108.808
"SO - 0006718";"2024-11-21";12;"Export";"USD";"FLR025";31;20;8;917.9;7343.2;541.5609999999999
"SO - 0008268";"2024-11-21";147;"Wholesale";"USD";"AXW291";678;26;10;958.1;9581.0;469.469
"SO - 000184";"2024-11-21";3;"Wholesale";"USD";"NXH382";14;16;10;1051.9;10519.0;809.9630000000001
"SO - 0001246";"2024-11-21";94;"Distributor";"USD";"AXW291";604;26;11;261.3;2874.3;172.45800000000003
"SO - 0001898";"2024-11-21";123;"Wholesale";"USD";"GUT930";743;12;12;1748.7;20984.4;821.889
"SO - 0004456";"2024-11-21";125;"Wholesale";"USD";"GUT930";506;25;12;2572.8;30873.6;1312.1280000000002
"SO - 0005447";"2024-11-21";131;"Distributor";"USD";"GUT930";865;23;12;1969.8;23637.6;1615.236
"SO - 0006929";"2024-11-21";55;"Wholesale";"USD";"GUT930";288;9;11;2666.6;29332.6;2239.944
"SO - 0009337";"2024-11-21";37;"Distributor";"USD";"AXW291";207;27;10;1681.7;16817.0;1294.909
"SO - 000762";"2024-11-21";69;"Wholesale";"USD";"GUT930";845;2;7;2552.7000000000003;17868.9;1429.5120000000004
"SO - 0003768";"2024-11-21";102;"Export";"USD";"GUT930";915;26;12;1018.4;12220.8;672.144
"SO - 0005658";"2024-11-21";101;"Wholesale";"USD";"GUT930";170;13;11;3872.6;42598.6;2517.19
"SO - 000682";"2024-11-21";92;"Distributor";"USD";"GUT930";713;25;8;2405.3;19242.4;1683.71
"SO - 0004485";"2024-11-21";164;"Distributor";"USD";"AXW291";115;17;5;850.9;4254.5;357.378
"SO - 0006031";"2024-11-21";125;"Wholesale";"USD";"GUT930";986;26;6;3530.9;21185.4;1482.978
"SO - 0006079";"2024-11-21";174;"Distributor";"USD";"FLR025";583;11;6;6224.3;37345.8;4481.496
"SO - 0006926";"2024-11-21";168;"Wholesale";"USD";"GUT930";826;2;11;2331.6;25647.6;1725.384
"SO - 0009302";"2024-11-21";24;"Wholesale";"USD";"AXW291";941;7;6;3946.3;23677.800000000003;2525.632
"SO - 000951";"2024-11-21";96;"Export";"USD";"GUT930";238;2;6;1051.9;6311.400000000001;641.659
"SO - 0001075";"2024-11-21";113;"Wholesale";"USD";"NXH382";878;14;11;2378.5;26163.5;1379.53
"SO - 0001452";"2024-11-21";35;"Distributor";"USD";"GUT930";71;26;11;1038.5;11423.5;591.9449999999999
"SO - 0002228";"2024-11-21";94;"Export";"USD";"GUT930";87;13;6;3832.4;22994.4;1762.9040000000002
"SO - 0003255";"2024-11-21";46;"Wholesale";"USD";"AXW291";473;12;5;911.2;4556.0;756.296
"SO - 0005821";"2024-11-21";74;"Wholesale";"USD";"NXH382";433;2;5;180.9;904.5;133.866
"SO - 0006459";"2024-11-21";98;"Wholesale";"USD";"NXH382";869;10;6;2003.3;12019.8;1242.046
"SO - 0007083";"2024-11-21";13;"Wholesale";"USD";"NXH382";544;26;11;978.2;10760.2;538.0100000000001
"SO - 0001248";"2024-11-21";162;"Distributor";"USD";"GUT930";745;29;10;1929.6;19296.0;1254.2400000000002
"SO - 0001762";"2024-11-21";32;"Distributor";"USD";"NXH382";909;5;7;1319.9;9239.3;963.527
"SO - 0002139";"2024-11-21";85;"Export";"USD";"NXH382";788;18;10;6177.400000000001;61774.00000000001;2779.8300000000004
"SO - 0002466";"2024-11-21";29;"Wholesale";"USD";"AXW291";969;25;9;2485.7000000000003;22371.300000000003;994.2800000000002
"SO - 0005114";"2024-11-21";75;"Distributor";"USD";"GUT930";168;17;11;1701.8;18719.8;1429.512
"SO - 0006277";"2024-11-21";22;"Distributor";"USD";"AXW291";794;3;7;1118.9;7832.300000000001;749.6630000000001
"SO - 0007063";"2024-11-21";44;"Wholesale";"USD";"GUT930";947;14;5;757.1;3785.5;423.97600000000006
"SO - 0007705";"2024-11-21";170;"Export";"USD";"GUT930";303;22;9;221.1;1989.9;139.293
"SO - 0007758";"2024-11-21";95;"Wholesale";"USD";"GUT930";985;2;9;3088.7000000000003;27798.300000000003;2192.977
"SO - 0009610";"2024-11-21";114;"Export";"USD";"NXH382";141;18;11;2834.1;31175.1;1303.686
"SO - 0009219";"2024-11-21";141;"Export";"USD";"AXW291";750;27;6;261.3;1567.8000000000002;164.619
"SO - 0001677";"2024-11-22";78;"Export";"USD";"FLR025";651;14;5;3839.1;19195.5;2764.152
"SO - 0002190";"2024-11-22";66;"Export";"USD";"FLR025";929;25;12;6083.6;73003.20000000001;2555.112
"SO - 0005481";"2024-11-22";95;"Distributor";"USD";"FLR025";587;3;12;2378.5;28542.0;1236.82
"SO - 0005593";"2024-11-22";164;"Wholesale";"USD";"FLR025";819;2;9;1045.2;9406.8;585.3120000000001
"SO - 0009919";"2024-11-22";164;"Wholesale";"USD";"GUT930";449;30;10;1273.0;12730.0;801.99
"SO - 0008372";"2024-11-22";86;"Export";"USD";"AXW291";766;26;5;938.0;4690.0;534.66
"SO - 0009858";"2024-11-22";163;"Export";"USD";"AXW291";641;4;8;1132.3;9058.4;917.163
"SO - 000327";"2024-11-22";88;"Distributor";"USD";"GUT930";219;21;7;978.2;6847.400000000001;821.688
"SO - 000497";"2024-11-22";124;"Wholesale";"USD";"GUT930";832;29;11;1279.7;14076.7;1062.151
"SO - 0007070";"2024-11-22";94;"Distributor";"USD";"AXW291";145;2;8;1045.2;8361.6;846.6120000000001
"SO - 0007255";"2024-11-22";39;"Export";"USD";"AXW291";177;25;8;1849.2;14793.6;1553.328
"SO - 0008585";"2024-11-22";120;"Wholesale";"USD";"NXH382";880;20;8;3390.2000000000003;27121.6;2339.238
"SO - 0009728";"2024-11-22";136;"Distributor";"USD";"AXW291";294;3;12;3845.8;46149.600000000006;2076.7320000000004
"SO - 0009792";"2024-11-22";97;"Wholesale";"USD";"AXW291";658;10;7;1809.0;12663.0;1139.67
"SO - 000240";"2024-11-22";9;"Wholesale";"USD";"NXH382";202;29;6;891.1;5346.6;712.8800000000001
"SO - 000491";"2024-11-22";133;"Wholesale";"USD";"GUT930";344;15;11;2452.2000000000003;26974.200000000004;1912.7160000000003
"SO - 000779";"2024-11-22";92;"Export";"USD";"AXW291";552;5;8;1748.7;13989.6;944.298
"SO - 0001307";"2024-11-22";137;"Export";"USD";"AXW291";198;11;12;6371.7;76460.4;4460.19
"SO - 0002256";"2024-11-22";150;"Wholesale";"USD";"GUT930";878;25;6;911.2;5467.200000000001;501.1600000000001
"SO - 0005321";"2024-11-22";41;"Wholesale";"USD";"NXH382";669;15;6;2318.2000000000003;13909.2;1414.102
"SO - 0006318";"2024-11-22";41;"Wholesale";"USD";"AXW291";719;1;7;737.0;5159.0;574.86
"SO - 0008809";"2024-11-22";39;"Wholesale";"USD";"AXW291";500;15;9;1125.6;10130.4;596.5680000000001
"SO - 0009111";"2024-11-22";64;"Distributor";"USD";"AXW291";798;17;5;5695.0;28475.0;2676.65
"SO - 0009607";"2024-11-22";99;"Wholesale";"USD";"AXW291";672;24;9;964.8;8683.2;482.4
"SO - 0001365";"2024-11-22";12;"Wholesale";"USD";"GUT930";672;13;8;978.2;7825.6;665.176
"SO - 0002463";"2024-11-22";34;"Export";"USD";"FLR025";3;12;11;6378.400000000001;70162.40000000001;3252.9840000000004
"SO - 0002637";"2024-11-22";172;"Wholesale";"USD";"FLR025";476;11;10;1025.1;10251.000000000002;533.0520000000001
"SO - 0006249";"2024-11-22";56;"Distributor";"USD";"AXW291";363;10;7;1728.6;12100.2;1071.732
"SO - 0007815";"2024-11-22";154;"Wholesale";"USD";"AXW291";697;14;10;180.9;1809.0;126.63
"SO - 0008006";"2024-11-22";47;"Wholesale";"USD";"AXW291";893;25;6;3825.7;22954.2;3251.8450000000003
"SO - 0010097";"2024-11-22";144;"Wholesale";"USD";"AXW291";130;19;6;6398.5;38391.0;4606.92
"SO - 0010091";"2024-11-22";85;"Wholesale";"USD";"AXW291";644;24;9;1025.1;9225.9;461.2950000000001
"SO - 0009333";"2024-11-22";98;"Distributor";"USD";"FLR025";387;25;11;187.6;2063.6;142.576
"SO - 000616";"2024-11-22";130;"Distributor";"USD";"AXW291";478;25;7;5849.1;40943.7;3041.532
"SO - 0001755";"2024-11-22";82;"Wholesale";"USD";"FLR025";689;25;5;1882.7;9413.5;809.561
"SO - 0002445";"2024-11-22";67;"Distributor";"USD";"AXW291";281;13;11;1005.0;11055.0;814.0500000000001
"SO - 0003280";"2024-11-22";149;"Wholesale";"USD";"GUT930";768;5;9;6009.900000000001;54089.100000000006;4026.6330000000007
"SO - 0004468";"2024-11-22";101;"Distributor";"USD";"AXW291";713;20;5;1045.2;5226.0;512.148
"SO - 0007695";"2024-11-22";138;"Distributor";"USD";"FLR025";79;6;10;3068.6;30686.0;1442.242
"SO - 0010077";"2024-11-22";82;"Wholesale";"USD";"GUT930";86;18;5;2331.6;11658.0;1095.852
"SO - 0008713";"2024-11-22";98;"Distributor";"USD";"AXW291";712;14;7;1058.6;7410.200000000001;899.8100000000001
"SO - 0010157";"2024-11-22";142;"Distributor";"USD";"AXW291";72;5;12;1118.9;13426.8;626.5840000000001
"SO - 0009416";"2024-11-22";41;"Wholesale";"USD";"AXW291";701;5;9;3959.7;35637.3;2336.223
"SO - 000841";"2024-11-22";9;"Wholesale";"USD";"AXW291";381;14;6;3819.0;22914.0;2176.83
"SO - 0001789";"2024-11-22";127;"Distributor";"USD";"AXW291";555;13;6;1762.1;10572.6;1409.6800000000003
"SO - 0002003";"2024-11-22";116;"Wholesale";"USD";"GUT930";591;14;10;1112.2;11122.0;745.1740000000001
"SO - 0003291";"2024-11-22";6;"Wholesale";"USD";"FLR025";242;16;9;1038.5;9346.5;612.7149999999999
"SO - 0005685";"2024-11-22";50;"Wholesale";"USD";"GUT930";706;18;8;6271.2;50169.6;3261.024
"SO - 0006200";"2024-11-22";127;"Distributor";"USD";"NXH382";3;16;6;5453.8;32722.800000000003;2890.514
"SO - 0007816";"2024-11-22";175;"Wholesale";"USD";"NXH382";233;18;7;2398.6;16790.2;1439.16
"SO - 0007877";"2024-11-22";126;"Export";"USD";"NXH382";645;5;8;2499.1;19992.8;999.64
"SO - 0009158";"2024-11-22";3;"Wholesale";"USD";"GUT930";764;1;11;1306.5;14371.5;1084.395
"SO - 0010506";"2024-11-22";154;"Distributor";"USD";"AXW291";257;5;10;5266.2;52662.0;3528.3540000000003
"SO - 0008988";"2024-11-22";113;"Export";"USD";"NXH382";429;21;9;2338.3;21044.7;1215.9160000000002
"SO - 0001665";"2024-11-23";31;"Export";"USD";"FLR025";416;16;6;824.1;4944.6;659.2800000000001
"SO - 0002375";"2024-11-23";149;"Wholesale";"USD";"FLR025";623;25;6;1876.0;11256.0;1256.92
"SO - 0002463";"2024-11-23";34;"Export";"USD";"FLR025";425;12;11;6378.400000000001;70162.40000000001;3252.9840000000004
"SO - 0002500";"2024-11-23";79;"Distributor";"USD";"FLR025";932;17;6;1018.4;6110.4;519.384
"SO - 0003797";"2024-11-23";140;"Distributor";"USD";"FLR025";109;20;11;4006.6;44072.6;2844.686
"SO - 0004060";"2024-11-23";63;"Wholesale";"USD";"FLR025";176;2;7;3906.1;27342.7;2265.538
"SO - 0007477";"2024-11-23";151;"Distributor";"USD";"FLR025";150;8;5;5916.1;29580.5;4673.719
"SO - 0007939";"2024-11-23";73;"Distributor";"USD";"FLR025";889;1;5;1118.9;5594.5;447.56000000000006
"SO - 000708";"2024-11-23";138;"Wholesale";"USD";"AXW291";105;13;12;234.5;2814.0;96.145
"SO - 0002156";"2024-11-23";174;"Wholesale";"USD";"AXW291";830;15;7;268.0;1876.0;222.44
"SO - 0004640";"2024-11-23";30;"Wholesale";"USD";"AXW291";492;26;10;3986.5;39865.0;2511.495
"SO - 0004819";"2024-11-23";110;"Distributor";"USD";"AXW291";166;2;11;1929.6;21225.6;1447.2
"SO - 0005461";"2024-11-23";73;"Distributor";"USD";"NXH382";626;21;9;1996.6;17969.4;1437.552
"SO - 0007726";"2024-11-23";124;"Distributor";"USD";"AXW291";489;11;10;931.3;9313.0;772.979
"SO - 0007986";"2024-11-23";58;"Distributor";"USD";"AXW291";91;16;7;1132.3;7926.099999999999;532.1809999999999
"SO - 0010153";"2024-11-23";63;"Wholesale";"USD";"AXW291";911;21;6;964.8;5788.8;578.88
"SO - 0008831";"2024-11-23";158;"Distributor";"USD";"AXW291";9;26;10;1983.2;19832.0;1189.92
"SO - 0009836";"2024-11-23";24;"Wholesale";"USD";"GUT930";719;22;11;911.2;10023.2;601.392
"SO - 0008268";"2024-11-23";147;"Wholesale";"USD";"AXW291";533;26;10;958.1;9581.0;469.469
"SO - 000658";"2024-11-23";112;"Export";"USD";"FLR025";425;23;5;1118.9;5594.5;570.639
"SO - 0001751";"2024-11-23";133;"Distributor";"USD";"GUT930";197;15;11;5969.7;65666.7;3223.638
"SO - 0006350";"2024-11-23";87;"Wholesale";"USD";"GUT930";233;28;12;958.1;11497.2;411.983
"SO - 0006901";"2024-11-23";38;"Distributor";"USD";"AXW291";15;25;8;3242.8;25942.4;1426.832
"SO - 0010749";"2024-11-23";128;"Wholesale";"USD";"NXH382";191;13;6;167.5;1005.0;125.625
"SO - 0009753";"2024-11-23";45;"Distributor";"USD";"AXW291";532;18;7;1996.6;13976.2;1397.62
"SO - 000644";"2024-11-23";160;"Wholesale";"USD";"GUT930";568;14;9;1246.2;11215.8;1021.884
"SO - 0001245";"2024-11-23";110;"Export";"USD";"NXH382";210;5;8;1072.0;8576.0;825.44
"SO - 0001376";"2024-11-23";40;"Wholesale";"USD";"AXW291";234;5;12;3939.6;47275.2;1575.84
"SO - 0003298";"2024-11-23";24;"Distributor";"USD";"GUT930";759;13;6;5152.3;30913.800000000003;3452.041
"SO - 0003865";"2024-11-23";33;"Distributor";"USD";"GUT930";66;2;10;911.2;9112.0;728.96
"SO - 0004464";"2024-11-23";123;"Wholesale";"USD";"AXW291";431;3;7;1795.6;12569.2;1400.5680000000002
"SO - 0004797";"2024-11-23";114;"Export";"USD";"AXW291";686;9;5;201.0;1005.0;98.49
"SO - 0004901";"2024-11-23";129;"Wholesale";"USD";"AXW291";292;26;9;254.6;2291.4;188.404
"SO - 0010713";"2024-11-23";107;"Wholesale";"USD";"AXW291";49;17;12;931.3;11175.6;651.91
"SO - 0001056";"2024-11-23";154;"Distributor";"USD";"NXH382";11;20;5;2881.0;14405.0;1325.26
"SO - 0001888";"2024-11-23";51;"Distributor";"USD";"GUT930";623;30;11;1125.6;12381.600000000002;855.4560000000001
"SO - 0002185";"2024-11-23";157;"Wholesale";"USD";"AXW291";719;8;9;1165.8;10492.2;920.982
"SO - 0003989";"2024-11-23";175;"Distributor";"USD";"FLR025";364;7;10;3169.1;31691.0;1331.022
"SO - 0006695";"2024-11-23";84;"Wholesale";"USD";"FLR025";488;10;5;3926.2;19631.0;3062.436
"SO - 0003289";"2024-11-23";11;"Distributor";"USD";"GUT930";155;20;10;1916.2;19162.0;1475.4740000000002
"SO - 0004752";"2024-11-23";171;"Wholesale";"USD";"NXH382";473;2;6;1152.4;6914.400000000001;749.0600000000001
"SO - 0004996";"2024-11-23";137;"Export";"USD";"AXW291";256;25;10;2338.3;23383.0;1099.001
"SO - 0005252";"2024-11-23";144;"Wholesale";"USD";"GUT930";626;17;10;2505.8;25058.0;1603.7120000000002
"SO - 0001484";"2024-11-24";172;"Wholesale";"USD";"FLR025";540;26;9;247.9;2231.1;180.967
"SO - 0002819";"2024-11-24";29;"Wholesale";"USD";"FLR025";156;22;8;2398.6;19188.8;1798.9499999999998
"SO - 0003083";"2024-11-24";47;"Wholesale";"USD";"FLR025";934;27;10;1862.6;18626.0;1303.82
"SO - 0003399";"2024-11-24";158;"Distributor";"USD";"FLR025";652;4;9;1072.0;9648.0;814.72
"SO - 0003652";"2024-11-24";54;"Distributor";"USD";"FLR025";504;1;11;978.2;10760.2;469.536
"SO - 0004294";"2024-11-24";29;"Distributor";"USD";"FLR025";389;6;11;3872.6;42598.6;2633.368
"SO - 0005559";"2024-11-24";119;"Wholesale";"USD";"FLR025";107;10;9;6050.1;54450.9;3025.05
"SO - 0006994";"2024-11-24";157;"Export";"USD";"FLR025";781;12;10;1038.5;10385.0;623.1
"SO - 0008238";"2024-11-24";27;"Distributor";"USD";"NXH382";458;17;5;268.0;1340.0;131.32
"SO - 000128";"2024-11-24";20;"Wholesale";"USD";"GUT930";750;13;11;3999.9;43998.9;2679.9330000000004
"SO - 0002901";"2024-11-24";40;"Wholesale";"USD";"NXH382";594;25;9;261.3;2351.7000000000003;198.588
"SO - 0003264";"2024-11-24";58;"Wholesale";"USD";"NXH382";829;25;6;234.5;1407.0;192.29
"SO - 0003526";"2024-11-24";72;"Distributor";"USD";"AXW291";19;2;12;978.2;11738.4;616.2660000000001
"SO - 0004656";"2024-11-24";49;"Wholesale";"USD";"GUT930";210;1;6;3919.5;23517.0;2430.09
"SO - 0005077";"2024-11-24";6;"Wholesale";"USD";"AXW291";74;25;12;1112.2;13346.4;645.076
"SO - 0005450";"2024-11-24";2;"Wholesale";"USD";"AXW291";105;3;8;2311.5;18492.0;1040.175
"SO - 0006756";"2024-11-24";97;"Wholesale";"USD";"FLR025";331;14;11;3912.8;43040.8;2934.6000000000004
"SO - 0006854";"2024-11-24";151;"Wholesale";"USD";"NXH382";128;9;12;2405.3;28863.6;1395.074
"SO - 0006977";"2024-11-24";121;"Distributor";"USD";"AXW291";1;10;5;167.5;837.5;73.7
"SO - 0009457";"2024-11-24";31;"Wholesale";"USD";"GUT930";535;26;8;2525.9;20207.2;1010.36
"SO - 0010003";"2024-11-24";60;"Distributor";"USD";"AXW291";654;20;6;5299.7;31798.2;2172.877
"SO - 0009206";"2024-11-24";131;"Distributor";"USD";"FLR025";542;12;8;877.7;7021.6;351.08000000000004
"SO - 000280";"2024-11-24";1;"Wholesale";"USD";"AXW291";824;17;9;1139.0;10251.0;933.98
"SO - 0002966";"2024-11-24";72;"Wholesale";"USD";"AXW291";82;7;5;1078.7;5393.5;755.09
"SO - 0005043";"2024-11-24";33;"Distributor";"USD";"NXH382";191;18;10;897.8000000000001;8978.0;466.8560000000001
"SO - 0010656";"2024-11-24";10;"Wholesale";"USD";"AXW291";676;25;11;1139.0;12529.0;763.13
"SO - 0001404";"2024-11-24";106;"Distributor";"USD";"AXW291";452;11;9;3812.3;34310.700000000004;2211.134
"SO - 0002018";"2024-11-24";90;"Wholesale";"USD";"AXW291";356;6;7;2365.1;16555.7;1087.946
"SO - 0002428";"2024-11-24";14;"Wholesale";"USD";"NXH382";150;15;7;938.0;6566.0;515.9000000000001
"SO - 0002535";"2024-11-24";118;"Wholesale";"USD";"AXW291";701;26;7;5360.0;37520.0;2840.8
"SO - 0004336";"2024-11-24";143;"Export";"USD";"AXW291";925;14;9;268.0;2412.0;227.8
"SO - 0006081";"2024-11-24";30;"Wholesale";"USD";"AXW291";528;15;10;2211.0;22110.0;1857.24
"SO - 000279";"2024-11-24";106;"Wholesale";"USD";"FLR025";90;25;12;1092.1;13105.2;589.7340000000002
"SO - 0001767";"2024-11-24";8;"Distributor";"USD";"AXW291";754;1;11;2385.2000000000003;26237.200000000004;1097.1920000000002
"SO - 0005182";"2024-11-24";85;"Distributor";"USD";"GUT930";400;15;8;1212.7;9701.6;557.8420000000001
"SO - 0005862";"2024-11-24";50;"Distributor";"USD";"FLR025";460;4;5;2921.2000000000003;14606.000000000002;2366.1720000000005
"SO - 0006788";"2024-11-24";43;"Wholesale";"USD";"AXW291";490;25;11;2438.8;26826.800000000003;1195.0120000000002
"SO - 0006970";"2024-11-24";78;"Distributor";"USD";"FLR025";207;12;7;3879.3;27155.1;3219.819
"SO - 0007329";"2024-11-24";109;"Wholesale";"USD";"AXW291";329;15;11;3128.9;34417.9;2628.276
"SO - 0007970";"2024-11-24";35;"Export";"USD";"AXW291";95;11;11;3993.2;43925.2;2954.9680000000003
"SO - 0001759";"2024-11-24";11;"Export";"USD";"AXW291";587;3;9;2680.0;24120.0;2144.0
"SO - 0001873";"2024-11-24";74;"Distributor";"USD";"AXW291";170;15;6;1072.0;6432.0;707.52
"SO - 0002574";"2024-11-24";124;"Distributor";"USD";"AXW291";923;18;9;2740.3;24662.7;1863.404
"SO - 0003821";"2024-11-24";55;"Wholesale";"USD";"NXH382";98;3;10;1855.9;18559.0;890.832
"SO - 0004159";"2024-11-24";13;"Wholesale";"USD";"AXW291";442;9;6;194.3;1165.8000000000002;97.15
"SO - 0004721";"2024-11-24";113;"Export";"USD";"NXH382";272;14;12;201.0;2412.0;132.66
